date;time;tripId;shortName;lineName;stopName;plannedArrival;actualArrival;delayMin
2025-06-23;0726;VHJpcDoxOjI0Njc0NjMx;3367  személyvonat;Z60;Újszász;09:21;07:24;0
2025-06-23;0726;VHJpcDoxOjI1MDA2NzUz;2557  személyvonat;S71;Fótújfalu;09:25;07:25;0
2025-06-23;0726;VHJpcDoxOjI0NzE0MjE3;3142  személyvonat;S80;Kőbánya felső;09:10;07:25;0
2025-06-23;0726;VHJpcDoxOjI1NDczOTAz;8897 FENYVES Expresszvonat;Ex FENYVES;Balatonederics;09:24;07:26;0
2025-06-23;0726;VHJpcDoxOjI0Njc0Njg5;547 AGRIA InterRégió;IR87;Bag;09:25;07:25;0
2025-06-23;0726;VHJpcDoxOjI0NzE0MTM4;3452  személyvonat;S60;Maglódi nyaraló;09:19;07:26;0
2025-06-23;0726;VHJpcDoxOjI0MDIzMzg3;580 TOKAJ InterCity;IC TOKAJ;Szolnok;09:19;07:24;0
2025-06-23;0726;VHJpcDoxOjIwOTQzMDc2;37732  személyvonat;Sz 37710/37711/37732/37751;Szeghalom;09:21;07:20;0
2025-06-23;0726;VHJpcDoxOjIzNzUwMTM1;3437  személyvonat;S60;Rákoshegy;09:21;07:25;0
2025-06-23;0726;VHJpcDoxOjI0NDQxNDA1;36322  személyvonat;Sz 36310/36311/36312/36313/36314/36315/36316/36317/36318/36319/36320/36321/36322/36323/36324/36325/36326/36327/36328/36329/36333/36334/36335/36336/36338/36351/36358;Nagyecsed;09:19;07:20;0
2025-06-23;0726;VHJpcDoxOjI0MDIzNTY1;37647  személyvonat;Sz 37631/37633/37634/37636/37643/37644/37647/37648;Sarkad;09:38;07:19;0
